	htseq-count on data 343 and data 405	htseq-count on data 343 and data 417	htseq-count on data 343 and data 429	htseq-count on data 343 and data 411	htseq-count on data 343 and data 423	htseq-count on data 343 and data 435
ENST00000257013.9	232.803852165048	151.370483755164	89.2771042085021	309.407233657692	372.512732295758	244.957765737061
ENST00000257549.9	15.8369967459217	17.7533283416551	23.8764348464599	97.5305410442724	86.1716200009465	52.7421026706592
ENST00000258400.4	17.4206964205138	28.9659567679636	17.6477996691225	58.2941164862318	74.5025464591516	49.2259624926152
ENST00000260227.5	3.16739934918433	8.40947131973136	2.07621172577912	172.640268055379	144.516987709921	48.0539157666006
ENST00000260356.6	0.791849837296083	0.934385702192373	12.4572703546747	44.8416280663321	70.014441250769	71.4948502868935
ENST00000260506.12	27.7147443053629	43.9161280030415	30.1050700237972	69.5045235028148	68.219199167416	79.6991773689961
ENST00000260843.5	0	0	0	95.2884596409558	87.069241042623	53.9141493966738
ENST00000261374.4	642.190218047123	491.486879353188	454.690367945627	757.823514321013	914.67584146838	808.712240950107
ENST00000261596.8	629.520620650386	505.502664886074	492.062179009651	1001.08934658086	990.973630010884	861.454343620766
ENST00000261811.6	102.940478848491	91.5697988148525	126.648915272526	275.776012607943	267.491070419605	209.796363956622
ENST00000261835.8	3.16739934918433	3.73754280876949	2.07621172577912	25.783936138141	17.054799791854	16.4086541642051
ENST00000261845.7	3719.3186857797	4432.72577120062	6433.1420323266	9973.89912265392	9360.39222260281	8982.56610817626
ENST00000261867.5	36.4250925156198	48.5880565140034	47.7528696929197	105.37782595588	122.076461668007	120.720812779509
ENST00000262094.10	1145.01486473014	1352.99049677456	1548.85394743122	2227.50787419505	2099.53561648139	1970.21054643062
ENST00000262291.9	2173.62780337775	2890.9893625832	2847.52438190606	6137.69784157921	5844.41060235586	3185.62300130781
ENST00000262394.7	246.265299399082	288.725181977443	324.927135084432	437.205873646738	413.803300212878	488.743484748108
ENST00000262942.10	270.81264435526	283.118867764289	324.927135084432	530.252251884377	490.99870979706	471.162783857888
ENST00000263073.11	96.6056801501221	95.307341623622	115.229750780741	167.035064547087	187.602797710394	164.086541642051
ENST00000263277.8	16.6288465832177	16.8189426394627	15.5715879433434	30.2680989447742	38.5977047920906	52.7421026706592
ENST00000263339.4	0	2.80315710657712	8.30484690311647	25.783936138141	18.850041875207	19.924794342249
ENST00000263461.11	1403.94976152596	1537.99886580865	1104.54463811449	2307.10176401279	2206.3525204409	1987.79124732084
ENST00000263635.8	176.582513717027	99.9792701345839	117.30596250652	216.360855420052	226.200502502484	485.227344570064
ENST00000263734.5	144.908520225183	119.601369880624	248.107301230605	299.317867342767	341.993616878756	452.410036241654
ENST00000263960.6	224.885353792088	275.64378214675	357.108416834008	856.475096066943	784.520790425283	603.604063897544
ENST00000264039.7	86.3116322652731	74.7508561753898	161.944514610771	248.871035768143	250.436270627751	359.818344886497
ENST00000264245.9	183.709162252691	144.829783839818	249.145407093494	337.433251199149	365.331763962346	385.603372858819
ENST00000264433.11	973.183450036886	1045.57760075327	896.923465536579	1943.8845766755	1995.41157564692	1318.55256676648
ENST00000264712.8	49.8865397496532	33.6378852789254	46.7147638300302	110.983029464172	120.281219584654	93.7637380811718
ENST00000264716.9	26.9228944680668	20.5564854482322	87.200892482723	93.0463782376391	113.100251251242	210.968410682637
ENST00000264832.8	314.364385406545	271.90623933798	610.406247379061	1112.07237604504	1284.49571063911	936.465334085704
ENST00000264870.8	1.58369967459217	1.86877140438475	0	377.790716458848	385.07942687923	235.581391928944
ENST00000264982.8	0	0	0	52.6889129779402	39.4953258337671	17.5807008902197
ENST00000265018.4	0	0	0	3.36312210497491	3.5904841667061	32.8173083284101
ENST00000265026.8	7.91849837296083	2.80315710657712	4.15242345155824	31.3891396464325	30.5191154170019	38.6775419584834
ENST00000265138.4	133.030772665742	189.680297545052	413.166133430045	530.252251884377	496.384436047119	1050.15386650912
ENST00000265198.8	27.7147443053629	20.5564854482322	110.039221466293	1327.31219076343	1443.37463501585	552.034007952899
ENST00000265350.9	1024.65368946113	1285.71472621671	997.619734236866	1987.60516404017	1800.62780960311	1674.85477147493
ENST00000265361.8	10.2940478848491	9.34385702192373	15.5715879433434	520.162885569453	427.267615838026	303.560102037794
ENST00000265421.9	377.712372390232	426.079880199722	403.823180664039	734.281659586188	698.349170424337	679.787101088496
ENST00000268122.9	0	0	1.03810586288956	26.9049768397993	18.850041875207	9.37637380811718
ENST00000269081.8	1.58369967459217	0	1.03810586288956	68.3834828011565	49.3691572922089	17.5807008902197
ENST00000269228.10	2370.00656302718	1674.41917832873	1290.36558757172	4708.37094696487	5943.14891694028	2402.69578833003
ENST00000270645.8	30.0902938172512	19.6220997460398	39.4480227898032	94.1674189392974	80.7858937508873	71.4948502868935
ENST00000271277.11	45.1354407258767	51.3912136205805	51.905293144478	91.9253375359808	100.533556667771	113.688532423421
ENST00000271588.9	0.791849837296083	0	1.03810586288956	25.783936138141	28.7238733336488	30.4732148763808
ENST00000272252.10	0.791849837296083	2.80315710657712	0	132.28280279568	113.997872292919	17.5807008902197
ENST00000274192.7	296.943688986031	315.822367341022	358.146522696898	544.825781005935	521.517825214061	623.528858239793
ENST00000275767.3	2.37554951188825	0.934385702192373	4.15242345155824	29.1470582431159	23.3381470835897	18.7527476162344
ENST00000276055.4	78.3931338923122	74.7508561753898	184.782843594342	217.481896121711	203.759976460571	319.968756201999
ENST00000276914.7	800.56018550634	910.091673935371	1466.84358426295	6454.95236014851	6026.62767381619	13238.2677703354
ENST00000278505.5	599.430326833135	626.972806171082	712.140621942238	1126.64590516659	1165.11211209613	996.239717112451
ENST00000278927.10	7.12664853566475	5.60631421315424	14.5334820804538	45.9626687679904	49.3691572922089	32.8173083284101
ENST00000279441.9	0	0.934385702192373	0	179.366512265328	176.831345210276	42.1936821365273
ENST00000279873.12	7.12664853566475	13.0813998306932	31.1431758866868	137.888006303971	147.20985083495	131.269233313641
ENST00000280096.5	30.0902938172512	30.8347281723483	33.2193876124659	183.850675071962	137.336019376508	45.7098223145713
ENST00000280097.5	41.1761915393963	69.1445419622356	62.2863517733736	365.459268740607	280.955386044753	169.946775272124
ENST00000282406.9	0	0	0	50.4468315746236	51.164399375562	30.4732148763808
ENST00000282878.6	49.8865397496532	62.603842046889	112.115433192072	258.960402083068	256.719617919486	396.151793392951
ENST00000284273.6	2919.55035011066	2612.54242332987	1585.18765263236	5497.58360093232	5852.48919173095	3588.80707505685
ENST00000284425.7	1.58369967459217	0.934385702192373	0	54.9309943812568	56.5501256256211	7.03228035608789
ENST00000284669.2	8.71034821025692	3.73754280876949	6.22863517733736	89.6832561326642	81.6835147925638	17.5807008902197
ENST00000285735.6	18.2125462578099	9.34385702192373	9.34295276600603	52.6889129779402	60.1406097923272	18.7527476162344
ENST00000286201.2	81.5605332414966	84.0947131973136	187.89716118301	221.966058928344	249.538649586074	360.990391612512
ENST00000286918.9	139.365571364111	121.470141285008	133.915656312753	224.208140331661	189.398039793747	242.613672285032
ENST00000287814.5	1.58369967459217	0.934385702192373	0	11.210407016583	11.6690735417948	8.20432708210254
ENST00000288840.10	172.623264530546	133.617155413509	192.049584634568	311.649315061008	357.253174587257	242.613672285032
ENST00000289672.6	11.0858977221452	8.40947131973136	9.34295276600603	30.2680989447742	43.0858100004732	46.8818690405859
ENST00000290510.10	1.58369967459217	1.86877140438475	1.03810586288956	80.7149305193978	77.1954095841812	72.6668970129082
ENST00000291294.7	0	0	0	34.7522617514074	29.6214943753253	29.3011681503662
ENST00000291295.14	676.239761050855	585.859835274618	598.987082887276	1036.96264903393	1115.74295480392	861.454343620766
ENST00000293379.9	7347.57464027036	5567.07001366216	3760.01943538598	10035.5563612451	11503.9112701264	7437.80852328896
ENST00000293443.12	63.3479869836867	51.3912136205805	40.4861286526928	97.5305410442724	110.407388126213	104.312158615304
ENST00000294066.7	42.7598912139885	30.8347281723483	34.2574934753555	72.8676456077897	88.864483125976	63.290523204791
ENST00000295025.12	219.342404931015	174.730126309974	208.659278440801	484.289583116387	561.013151047829	339.893550544248
ENST00000295228.4	41.9680413766924	38.3098137898873	71.6293045393796	100.893663149247	79.8882727092108	151.19402765589
ENST00000295379.2	0	2.80315710657712	0	10.0893663149247	10.7714525001183	11.7204672601465
ENST00000295704.7	309.613286382769	384.966909303258	399.67075721248	541.46265890096	525.108309380768	644.625699308056
ENST00000295822.7	139.365571364111	192.483454651629	294.822065060635	433.842751541763	373.410353337435	375.054952324687
ENST00000295888.8	606.5569753688	572.778435443925	525.281566622117	858.71717747026	1032.264197928	775.894932621697
ENST00000296181.9	169.455865181362	175.664512012166	264.716995036838	601.998856790509	576.27270875633	432.485241899405
ENST00000296351.8	36.4250925156198	21.4908711504246	24.9145407093494	102.014703850906	89.7621041676526	42.1936821365273
ENST00000296861.2	374.544973041047	347.591481215563	340.498723027775	756.702473619354	826.70897938408	1094.69164209768
ENST00000297439.4	14.2532970713295	14.950171235078	5.1905293144478	13877.3628458281	11399.7872292919	1193.14356708291
ENST00000298198.5	179.749913066211	215.843097206438	241.878666053267	875.532787995135	917.368704593409	918.884633195484
ENST00000298530.7	0	0	0	22.4208140331661	10.7714525001183	5.86023363007324
ENST00000299505.7	82.3523830787927	52.3255993227729	85.1246807569439	196.182122790203	253.12913375278	160.570401464007
ENST00000299977.9	26.9228944680668	17.7533283416551	32.1812817495763	236.539588049902	282.750628128106	90.2475979031279
ENST00000302035.11	0	0	1.03810586288956	11.210407016583	10.7714525001183	10.5484205341318
ENST00000302495.5	43.5517410512846	50.4568279183881	17.6477996691225	140.130087707288	127.462187918067	55.0861961226884
ENST00000302514.4	0.791849837296083	5.60631421315424	3.11431758866868	13.4524884198996	15.2595577085009	19.924794342249
ENST00000303045.11	3.16739934918433	2.80315710657712	4.15242345155824	132.28280279568	97.8406935427413	70.3228035608789
ENST00000303115.8	7.91849837296083	5.60631421315424	63.3244576362631	612.088223105433	645.389528965422	1022.02474508477
ENST00000303375.10	1113.34087123829	910.091673935371	628.054047048183	1809.3596924765	2012.46637543877	1257.60613701372
ENST00000304760.3	9.502198047553	7.47508561753898	24.9145407093494	45.9626687679904	35.904841667061	36.3334485064541
ENST00000305366.8	1.58369967459217	0.934385702192373	0	122.193436480755	78.9906516675343	153.538121107919
ENST00000306390.7	1088.79352628211	988.58007291953	1720.141414808	2356.42755488575	2242.25736210796	2211.65217198964
ENST00000306442.5	51.4702394242454	57.9319135359271	35.295599338245	159.187779635479	102.328798751124	103.140111889289
ENST00000306621.8	0.791849837296083	3.73754280876949	40.4861286526928	2285.80199068128	1987.33298627183	1302.14391260227
ENST00000307126.10	38.008792190212	31.7691138745407	34.2574934753555	93.0463782376391	86.1716200009465	60.9464297527617
ENST00000307851.9	10.2940478848491	14.950171235078	6.22863517733736	124.435517884072	121.178840626331	112.516485697406
ENST00000308064.7	10.2940478848491	9.34385702192373	9.34295276600603	54.9309943812568	65.5263360423864	50.3980092186299
ENST00000308527.5	475.901752214946	394.310766325181	362.298946148456	615.451345210408	775.544580008518	642.281605856027
ENST00000308942.4	2.37554951188825	2.80315710657712	2.07621172577912	24.6628954364827	14.3619366668244	12.8925139861611
ENST00000309100.8	192.419510462948	169.123812096819	201.392537400574	313.891396464325	309.679259378401	359.818344886497
ENST00000309166.8	913.002862402384	967.089201769106	963.362240761511	1803.75448896821	1639.05602210134	1726.42482741958
ENST00000309539.8	0	0	0	86.3201340276893	57.4477466672976	17.5807008902197
ENST00000310624.7	0.791849837296083	0	0	13.4524884198996	13.4643156251479	8.20432708210254
ENST00000310942.9	766.510642502609	638.185434597391	1033.953439438	1377.75902233805	1402.08406709873	1298.62777242423
ENST00000310958.10	243.097900049898	213.039940099861	197.240113949016	372.185512950557	412.905679171202	282.46326096953
ENST00000311268.8	17.4206964205138	18.6877140438475	31.1431758866868	51.5678722762819	52.0620204172385	91.4196446291425
ENST00000311601.6	76.8094342177201	56.0631421315424	50.8671872815884	122.193436480755	141.824124584891	94.9357848071865
ENST00000311922.4	9.502198047553	16.8189426394627	40.4861286526928	103.135744552564	122.076461668007	130.097186587626
ENST00000313766.6	171.83141469325	134.551541115702	216.964125343918	281.381216116234	286.341112294812	284.807354421559
ENST00000314011.9	34.8413928410277	38.3098137898873	28.0288582980181	95.2884596409558	78.0930306258577	97.2798782592158
ENST00000315274.7	155.202568110032	223.318182823977	1578.95901745502	18135.0754307264	15860.9638064242	28426.8212927593
ENST00000315323.5	186.876561601876	191.549068949436	206.583066715022	320.617640674275	341.993616878756	259.022326449237
ENST00000315707.3	50.6783895869493	65.4069991534661	55.0196107331466	113.225110867489	97.8406935427413	100.79601843726
ENST00000315792.5	0	0	0	22.4208140331661	26.9286312502958	5.86023363007324
ENST00000316985.7	195.586909812133	191.549068949436	216.964125343918	285.865378922867	297.11256479493	376.226999050702
ENST00000317702.10	102.148629011195	105.585584347738	141.18239735298	237.66062875156	228.893365627514	241.441625559017
ENST00000317995.5	0	0	0	125.55655858573	92.4549672926821	98.4519249852304
ENST00000318121.8	251.808248260154	269.103082231403	308.317441278199	485.410623818045	490.101088755383	378.571092502731
ENST00000318238.9	3.16739934918433	2.80315710657712	3.11431758866868	34.7522617514074	31.4167364586784	4.68818690405859
ENST00000318753.13	30.8821436545472	34.5722709811178	13.4953762175643	91.9253375359808	77.1954095841812	49.2259624926152
ENST00000319170.10	0	0	0	10.0893663149247	11.6690735417948	17.5807008902197
ENST00000319211.5	127.487823804669	145.76416954201	93.4295276600603	530.252251884377	560.115530006152	176.979055628212
ENST00000319921.4	42.7598912139885	33.6378852789254	49.8290814186988	85.199093326031	84.3763779175934	94.9357848071865
ENST00000319974.6	1276.46193772129	1388.49715345787	1488.64380738363	2791.39134712917	2633.62013627893	1868.24248126735
ENST00000320717.8	377.712372390232	374.688666579142	426.661509647609	637.872159243574	657.956223548893	846.217736182576
ENST00000320955.8	14.2532970713295	22.4252568526169	4.15242345155824	54.9309943812568	43.9834310421498	30.4732148763808
ENST00000321764.4	17.4206964205138	14.950171235078	30.1050700237972	41.4785059613572	43.9834310421498	101.968065163274
ENST00000322475.12	44.3435908885807	38.3098137898873	86.1627866198334	132.28280279568	139.131261459861	145.333794025816
ENST00000323557.11	163.912916320289	135.485926817894	178.554208417004	230.93438454161	254.924375836133	284.807354421559
ENST00000324460.7	2851.4512641032	2329.42355556559	3152.72750559559	4523.39923119125	4661.3460694262	4209.99183984462
ENST00000327773.7	2.37554951188825	1.86877140438475	3.11431758866868	21.2997733315078	16.1571787501775	9.37637380811718
ENST00000327857.7	0.791849837296083	0.934385702192373	0	33.6312210497491	26.0310102086192	8.20432708210254
ENST00000328089.11	39.5924918648042	30.8347281723483	71.6293045393796	257.83936138141	218.121913127396	203.936130326549
ENST00000328194.8	202.713558347797	181.27082622532	128.725126998305	289.228501027842	325.836438128579	243.785719011047
ENST00000328459.11	99.7730794993065	88.7666417082754	74.7436221280483	154.703616828846	185.807555627041	132.441280039655
ENST00000328631.10	473.526202703058	508.305821992651	473.376273477639	853.111973961968	838.378052925875	859.110250168737
ENST00000328933.10	102.148629011195	78.4883989841593	112.115433192072	164.792983143771	184.909934585364	160.570401464007
ENST00000329421.8	375.336822878343	277.512553551135	475.452485203418	823.964915718853	967.635482927295	811.056334402136
ENST00000329565.6	718.207802427547	677.42963408947	696.569033998894	1603.08820337137	1525.95577085009	983.34720312629
ENST00000330368.3	35.6332426783237	34.5722709811178	53.9815048702571	87.4411747293476	81.6835147925638	92.5916913551572
ENST00000330539.1	47.510990237765	43.9161280030415	39.4480227898032	139.00904700563	122.076461668007	147.677887477846
ENST00000330651.11	39.5924918648042	56.0631421315424	73.7055162651587	283.623297519551	245.050544377691	256.678232997208
ENST00000330843.9	41.1761915393963	38.3098137898873	46.7147638300302	105.37782595588	123.871703751361	171.118821998139
ENST00000331163.11	0	0	0	14.5735291215579	17.054799791854	23.440934520293
ENST00000331238.7	10.2940478848491	6.54069991534661	18.6859055320121	42.5995466630155	46.6762941671793	42.1936821365273
ENST00000331569.6	63.3479869836867	69.1445419622356	57.0958224589258	171.51922735372	160.674166460098	187.527476162344
ENST00000332345.10	6.33479869836867	2.80315710657712	2.07621172577912	33.6312210497491	18.850041875207	21.0968410682637
ENST00000332624.8	552.711186432666	549.418792889115	666.463963975097	893.469439221667	942.502093760352	891.927558497147
ENST00000333055.8	17.4206964205138	29.9003424701559	41.5242345155824	67.2624420994982	73.6049254174751	57.4302895747177
ENST00000333244.6	6.33479869836867	8.40947131973136	14.5334820804538	289.228501027842	400.33898458773	327.001036558087
ENST00000333437.5	41.9680413766924	40.178585194272	31.1431758866868	189.455878580253	201.964734377218	169.946775272124
ENST00000334077.6	2.37554951188825	2.80315710657712	3.11431758866868	73.988686309448	61.9358518756803	21.0968410682637
ENST00000334304.10	445.811458397695	576.515978252694	491.024073146762	2202.84497875857	2120.18090043995	1799.09172443248
ENST00000334464.7	11146.870159617	11745.2282765581	8933.93905602755	19413.0618306168	20375.1000250155	13275.7732655679
ENST00000335999.7	87.8953319398652	45.7848994074263	57.0958224589258	113.225110867489	126.56456687639	126.581046409582
ENST00000336498.8	37.2169423529159	36.4410423855025	69.5530928136005	117.709273674122	113.100251251242	107.828298793348
ENST00000337190.7	460.85660530632	442.898822839185	570.958224589258	874.411747293476	870.69241042623	1086.48731501558
ENST00000337231.5	117.985625757116	100.913655836776	146.372926667428	207.392529806786	219.019534169072	237.925485380974
ENST00000337908.5	28.506594142659	33.6378852789254	18.6859055320121	190.576919281912	158.878924376745	66.8066633828349
ENST00000338379.5	0.791849837296083	0	4.15242345155824	23.5418547348244	15.2595577085009	26.9570746983369
ENST00000338863.12	50.6783895869493	37.3754280876949	42.5623403784719	93.0463782376391	99.6359356260944	146.505840751831
ENST00000339766.8	187.668411439172	212.105554397669	227.345183972813	498.863112237945	450.605762921616	500.463952008255
ENST00000340258.10	1167.97851001172	1235.25789829832	1015.26753390599	2029.08367000153	2029.52117523062	1710.01617325537
ENST00000341376.10	829.858629486295	923.173073766064	951.943076269726	1878.86421597932	1613.02501189272	1890.51136906163
ENST00000341700.7	0.791849837296083	0	1.03810586288956	16.8156105248745	7.18096833341221	10.5484205341318
ENST00000341893.8	404.635266858299	512.977750503613	590.682235984159	761.186636425988	774.646958966842	805.196100772063
ENST00000343307.5	394.341218973449	488.683722246611	769.236444401163	1210.72395779097	1179.47404876295	1077.11094120746
ENST00000347230.9	338.911730362724	315.822367341022	160.906408747882	618.814467315383	754.001675008281	385.603372858819
ENST00000348956.7	66.515386332871	55.12875642935	29.0669641609077	121.072395779097	116.690735417948	89.0755511771132
ENST00000349533.10	7.91849837296083	2.80315710657712	12.4572703546747	21.2997733315078	27.8262522919723	41.0216354105127
ENST00000354480.2	270.81264435526	280.315710657712	279.250477117291	521.283926271111	524.210688339091	403.184073749039
ENST00000355303.9	0	0	1.03810586288956	8.96832561326642	13.4643156251479	8.20432708210254
ENST00000355417.7	294.568139474143	292.462724786213	339.460617164886	551.552025215885	475.739152088559	548.517867774855
ENST00000355537.4	55.4294886107258	69.1445419622356	43.6004462413615	139.00904700563	142.721745626568	83.21531754704
ENST00000355689.6	213.007606232646	294.331496190597	181.668526005673	451.779402768296	387.772290004259	315.28056929794
ENST00000356736.5	2.37554951188825	3.73754280876949	4.15242345155824	66.1414013978399	59.2429887506507	11.7204672601465
ENST00000356956.5	1674.76240588122	1186.66984178431	1954.75333982104	2919.18998711822	3393.90515857894	3772.81841104115
ENST00000357085.5	513.910544405158	526.993536036498	660.23532879776	1106.46717253675	969.430725010648	1243.54157630154
ENST00000358671.9	6.33479869836867	3.73754280876949	15.5715879433434	82.9570119227144	56.5501256256211	43.365728862542
ENST00000359062.3	2.37554951188825	0.934385702192373	0	30.2680989447742	32.3143575003549	22.2688877942783
ENST00000359172.3	0.791849837296083	3.73754280876949	0	39.2364245580406	47.5739152088559	28.1291214243515
ENST00000359195.3	6.33479869836867	12.1470141285008	11.4191644917852	52.6889129779402	31.4167364586784	28.1291214243515
ENST00000359314.5	1387.32091494274	1488.47642359245	1360.95678624821	2561.57800328922	2384.97910773453	2347.60959220734
ENST00000359534.4	1659.71725897259	1347.3841825614	1374.45216246578	2052.62552473635	2135.44045814845	2732.04091834014
ENST00000360314.7	0	1.86877140438475	1.03810586288956	19.0576919281912	10.7714525001183	29.3011681503662
ENST00000360467.7	2417.51755326494	2138.80887231834	2060.64013783578	4800.29628450085	4822.0202358863	2614.83624573868
ENST00000361131.5	83.1442329160887	73.8164704731975	95.5057393858394	373.306553652215	386.874668962583	237.925485380974
ENST00000361357.7	121.153025106301	118.666984178431	116.267856643631	223.087099630002	230.688607710867	180.495195806256
ENST00000362003.9	283.482241751998	284.987639168674	296.898276786414	502.22623434292	513.439235838973	455.926176419698
ENST00000366844.7	186.876561601876	201.827311673553	188.9352670459	336.312210497491	293.522080628224	331.689223462145
ENST00000367089.8	548.751937246186	534.468621654037	607.291929790392	1365.42757461981	1296.1647841809	882.55118468903
ENST00000367097.8	114.026376570636	120.535755582816	105.886798014735	298.196826641109	286.341112294812	263.710513353296
ENST00000367145.4	165.496615994881	174.730126309974	236.68813673882	328.464925585883	391.362774170965	250.817999367135
ENST00000367351.4	38.008792190212	41.1129708964644	70.59119867649	165.914023845429	192.090902918776	130.097186587626
ENST00000367463.5	331.785081827059	329.838152873908	465.071426574523	762.307677127646	759.387401258341	732.529203759155
ENST00000367651.4	32.4658433291394	49.5224422161958	22.8383289835703	97.5305410442724	100.533556667771	50.3980092186299
ENST00000367771.11	96.6056801501221	113.060669965277	120.420280095189	233.176465944927	239.664818127632	135.957420217699
ENST00000367948.6	23.7554951188825	29.9003424701559	28.0288582980181	716.345008359656	623.846623965185	457.098223145713
ENST00000368468.4	0	0	0	161.429861038796	166.059892710157	144.161747299802
ENST00000368671.4	0	4.67192851096186	1.03810586288956	261.202483486385	213.633807919013	227.377064846842
ENST00000368985.8	538.457889361337	668.085777067547	493.100284872541	1760.03390160354	1470.30326626615	793.475633511917
ENST00000369682.4	130.655223153854	103.716812943353	133.915656312753	408.058815403622	511.64399375562	437.173428803464
ENST00000369800.6	148.867769411664	122.404526987201	251.221618819273	362.096146635632	378.796079587494	509.840325816372
ENST00000370466.4	55.4294886107258	69.1445419622356	119.382174232299	275.776012607943	274.672038753017	124.236952957553
ENST00000370708.8	909.043613215904	1032.49620092257	1650.5883219944	2493.19452048807	2500.7722221108	2865.65424510581
ENST00000370747.9	0	2.80315710657712	1.03810586288956	188.334837878595	150.800335001656	18.7527476162344
ENST00000370765.10	27.7147443053629	26.1627996613864	47.7528696929197	61.6572385912067	92.4549672926821	94.9357848071865
ENST00000370982.4	555.086735944554	632.579120384236	677.883128466882	1263.41287076891	1183.06453292966	1288.0793518901
ENST00000371222.4	360.291675969718	265.365539422634	804.532043739408	1619.90381389625	1738.69195772743	2608.97601210861
ENST00000371571.5	29.2984439799551	27.0971853635788	15.5715879433434	72.8676456077897	70.014441250769	64.4625699308056
ENST00000371634.7	433.141861000957	442.898822839185	223.192760521255	941.674189392974	814.142284800609	679.787101088496
