Genes	BB1-EtoH-91418	BB2-EtoH-91418	J-EtoH-91418	BB1-PonA-91418	BB2-PonA-91418	J-PonA-91418
ENST00000283148.11	63.160679267389796	40.2459977006034	23.3188924055904	14.049926019275501	10.264253398566801	12.2610237949314
ENST00000287878.9	37.530258695115705	29.6149794400667	34.9783386083856	15.2207531875485	12.1304812892154	9.808819035945081
ENST00000291232.4	69.5682844104583	65.3048264575829	37.893200159084394	21.0748890289133	27.0603044144035	23.295945210369602
ENST00000291900.7	498.87782899605	566.481401597173	482.895396899102	176.794902409217	216.482435315228	225.602837826737
ENST00000294008.4	369.81035397138396	418.406504396839	361.442832286652	166.25745789476002	212.749979533931	169.202128370053
ENST00000294304.12	775.320222311292	750.2461458150219	1072.6690506571601	354.760631986706	401.238996489431	421.77921854563795
ENST00000296292.8	122.659869881598	120.73799310181002	85.50260548716491	64.39549425501271	49.45503910218571	35.5569690053009
ENST00000296327.10	40.2763751850022	38.727280806241005	62.183713081574496	17.5624075240944	13.0635952345396	17.1654333129039
ENST00000297625.8	158.359384250122	180.727310429125	202.097067515117	62.0538399184668	66.2510901180223	62.53122135414989
ENST00000297788.9	1005.07863529846	921.861154877973	468.32108914560797	367.63973083770895	396.57342676280996	280.777444903928
ENST00000298351.5	170.259222372964	147.315538753152	265.252401113591	77.2745931060153	83.047141133859	68.6617332516156
ENST00000298912.9	572.1076020596901	577.1124198577089	391.563068310539	251.727841178686	275.268613870656	205.985199754847
ENST00000300060.7	3575.44366983224	4010.93131801108	7121.978388874069	881.6328577095379	1152.39572247546	1684.6646694235699
ENST00000300093.9	2387.29060187467	2474.74917936352	2854.62107865103	676.73810326177	962.04047762931	741.791939593347
ENST00000301011.9	34.7841422052292	53.15509130268379	85.50260548716491	14.049926019275501	9.33113945324258	19.617638071890198
ENST00000301019.9	1632.10856715588	1874.8560060903699	1647.86839666172	759.86683220915	751.1567259860279	801.87095618851
ENST00000301740.13	2193.23170325603	2050.2678073892303	2732.19689352168	666.200658747313	950.843110285419	1609.87242427449
ENST00000303407.12	487.89336303650396	466.246086569255	553.823694632772	163.915803558214	189.42213090082402	163.07161647258698
ENST00000303460.5	117.167636901825	148.834255647515	174.891693041928	64.39549425501271	61.585520391401	29.426457107835198
ENST00000305798.8	149.205662617167	147.315538753152	288.571293519181	62.0538399184668	98.91007820437142	77.24444990806751
ENST00000305988.5	1045.3550104834699	1047.91465711005	699.566772167713	401.593718717625	384.44294547359397	403.38768285324096
ENST00000308027.7	47.599352491366204	51.6363744083214	45.66616429428121	19.9040618606403	16.7960510158366	20.8437404513833
ENST00000308521.10	54.0069576344347	78.2139200596632	41.779682226682795	8.195790177910709	16.7960510158366	17.1654333129039
ENST00000308595.10	6525.68815213365	7126.57902679553	7547.5481752761	3245.53291045264	3306.02270828385	3525.04434104276
ENST00000311160.14	2369.8985307720604	2474.74917936352	3137.3626490688102	817.2373634545249	1127.2016459517	1206.4847414212402
ENST00000311604.7	28.3765370621606	29.6149794400667	34.006718091486	3.5124815048188798	9.33113945324258	13.4871261744245
ENST00000311915.12	46.68398032807071	56.1925250914085	29.148615506988	16.3915803558214	12.1304812892154	8.58271665645195
ENST00000311956.9	2246.3232887271697	2365.40156296943	2710.8212421498897	517.5056083766481	713.832168173057	744.244144352333
ENST00000312397.10	1079.2237805254	1122.33178493381	1205.7810614724	573.70531245375	532.808062780151	545.615558874445
ENST00000314028.10	162.020872903304	150.352972541877	197.238964930619	45.662259562645396	55.0537227741312	63.757323733643
ENST00000314191.7	644.422002960035	727.465392399586	692.765428549415	296.219273573059	382.576717582946	291.812366319366
ENST00000314393.6	259.965694375923	244.513419992345	334.237457813463	103.03279080802	104.50876187631701	149.584490298162
ENST00000314888.10	6688.62439720025	7084.8143122005595	9357.67719826006	2195.3009405118	3006.4931318347603	3474.7741434835402
ENST00000314940.7	3529.6750616674603	3542.4071561002797	4391.7247363862	1126.3357358785902	1248.50645884386	1322.96446747309
ENST00000315579.10	7560.974068820859	7352.10848560835	7236.62960986823	2743.2480552635398	3239.7716181658197	2770.99137765449
ENST00000315732.3	350.587538542178	329.561566076639	408.08061709783203	112.39940815420401	114.77301527488399	98.08819035945079
ENST00000316519.11	776.235594474587	798.845086434619	701.510013201512	243.532051000775	281.800411487926	403.38768285324096
ENST00000318080.7	638.014397816966	697.85041295952	461.51974552730996	224.79881630840802	299.529576449087	245.220475898627
ENST00000318560.6	400.933007523431	416.128429055296	527.589940676483	201.382272942949	210.883751643282	187.59366406245
ENST00000319190.11	188.566665638874	161.74334924959498	176.834934075727	74.9329387694694	69.9835458993194	100.540395118437
ENST00000319340.7	44.8532360014797	43.2834314893282	67.04181566607251	12.8790988510025	13.0635952345396	19.617638071890198
ENST00000321265.10	3322.80095276268	3164.2466494040505	3809.7240467633396	1024.47377223884	1058.1512139977099	1029.92599877423
ENST00000322038.5	56.7530741243212	66.0641849047641	62.183713081574496	17.5624075240944	25.194076523755	20.8437404513833
ENST00000322217.6	115.33689257523399	119.978634654629	112.70797996035401	44.491432394372396	53.18749488348271	38.009173764287205
ENST00000322357.9	248.98122841637698	256.66315514724397	396.421170895037	112.39940815420401	142.766433634612	115.253623672355
ENST00000323853.10	8933.11694160082	8312.69692129256	9419.86091134163	3064.05469937033	3619.5489939128	3641.52406709461
ENST00000324000.4	25.630420572274105	20.5026780738923	23.3188924055904	1.1708271682729599	3.73245578129703	9.808819035945081
ENST00000324093.8	4626.29091329548	4947.97964183268	3914.65906258849	1399.1384660861902	1459.39021048714	1676.0819527671201
ENST00000324288.13	77.8066338801178	98.7165981335556	8.74458465209641	15.2207531875485	7.46491156259406	3.6783071384794104
ENST00000326495.10	252.64271706955898	230.844967943084	500.384566203294	106.54527231283899	145.565775470584	160.619411713601
ENST00000326765.10	118.08300906512	126.053502232079	42.7513027435824	42.1497780578265	42.9232414849159	26.974252348849
ENST00000327064.8	58.5838184509123	78.2139200596632	71.8999182505705	35.1248150481888	33.5921020316733	22.069842830876397
ENST00000327367.9	1459.10322829303	1451.89335101045	666.531674593126	325.489952779883	352.71707133257	316.334413909229
ENST00000328024.11	99.7755657992099	85.048146084294	114.65122099415301	53.8580497405561	39.1907857036188	34.3308666258078
ENST00000328557.5	552.884786630484	577.1124198577089	1232.98643594559	232.99460648631901	277.134841761305	476.95382562283
ENST00000331483.9	10174.361595029499	10331.8310323474	9233.309772096909	3796.9925067092	4216.74191892032	3518.9138291453005
ENST00000331495.8	223.350807844103	202.74870539737898	431.399509503423	69.07880292810461	80.2477992978862	128.740749846779
ENST00000332598.7	4341.61017051058	4340.49288408772	4568.55967046192	1697.6993939957902	1781.31452162401	1564.50663623324
ENST00000333039.3	645.33737512333	608.246116192138	1863.56815141343	224.79881630840802	237.944056057686	431.588037581584
ENST00000333407.11	154.69789559694	148.074897200333	58.297231013976095	44.491432394372396	64.3848622273738	28.2003547283421
ENST00000333598.7	129.067475024666	100.99467347509899	306.060462823374	64.39549425501271	55.986836719455496	99.3142927389439
ENST00000333676.8	135.475080167735	163.26206614395701	172.948452008129	71.4204572646505	69.0504319539951	62.53122135414989
ENST00000335099.8	36.614886531820204	47.8395821724154	58.297231013976095	11.708271682729599	14.9298231251881	23.295945210369602
ENST00000335312.7	182.15906049580502	209.58293142201	331.322596262764	99.5203093032015	112.906787384235	89.5054737029989
ENST00000335953.9	404.594496176613	382.71665737932295	155.459282703936	80.78707461083421	103.575647930993	66.2095284926293
ENST00000335972.11	26.545792735569602	33.4117716759726	53.439128429478	8.195790177910709	12.1304812892154	19.617638071890198
ENST00000336600.6	116.25226473852899	108.58825794691099	58.297231013976095	18.7332346923673	24.2609625784307	19.617638071890198
ENST00000336615.9	624.283815367534	692.534903829251	1141.65410735703	286.852656226875	334.05479242608396	286.907956801394
ENST00000339157.10	206.874108904784	238.438552414896	215.699754751711	77.2745931060153	81.1809132432105	120.15803319032699
ENST00000339468.8	430.22491674888704	452.57763451999296	141.856595467342	158.061667716849	155.830028869151	61.3051189746568
ENST00000340381.11	274.611648988651	305.262095766841	444.030576223118	124.107679836934	142.766433634612	141.001773641711
ENST00000340913.10	50.3454689812527	49.3582990667778	67.04181566607251	23.416543365459198	31.7258741410248	18.391535692397
ENST00000342456.11	241.658251110013	228.56689260154	137.970113399743	79.6162474425612	97.0438503137228	89.5054737029989
ENST00000342462.5	29.2919092254561	28.8556209928855	38.864820675984	8.195790177910709	12.1304812892154	15.939330933410801
ENST00000342665.4	472.33203626048	510.288876505764	579.085828072162	133.47429718311702	172.62607988498797	125.0624427083
ENST00000343905.5	570.276857733099	703.925280536969	309.94694489097304	247.044532505594	223.014232932498	217.020121170285
ENST00000344293.6	155.613267760236	125.294143784897	222.501098370009	59.7121855819209	70.91665984464359	85.8271665645195
ENST00000345097.8	1768.4990194869101	1680.46024361199	1313.6309388482598	687.275547776227	890.1907038393421	562.780992187349
ENST00000345317.7	1797.79092871237	1820.18219789333	2103.55841908764	923.782635767364	932.180831378934	858.271665645195
ENST00000349394.6	40.2763751850022	36.4492054646974	79.6728823857673	21.0748890289133	18.6622789064852	20.8437404513833
ENST00000350498.8	3342.93914035518	3385.97931598096	3001.3357767028697	1650.86630726487	1800.90991447582	1157.44064624152
ENST00000352410.9	69.5682844104583	74.4171278237573	24.290512922490002	19.9040618606403	22.394734687782197	19.617638071890198
ENST00000356786.10	103.437054452392	86.5668629786564	265.252401113591	49.174741067464296	59.719292500752495	62.53122135414989
ENST00000357304.8	585.838184509123	634.064303396299	626.695233400243	152.207531875485	233.27848633106498	203.53299499586004
ENST00000360066.6	69.5682844104583	97.9572396863744	56.35398998017679	28.099852038551003	33.5921020316733	30.6525594873284
ENST00000360184.10	7733.97940768371	7379.44538970687	8336.50403499858	2574.64894303224	3344.2803800421398	4585.62289930433
ENST00000361227.2	3630.3659996299702	3593.28417206142	3797.09298004364	1003.3988832099301	1010.5624027861699	682.939025377676
ENST00000361428.3	4079.8137318080603	4034.4714298737	3232.58145972497	963.5907594886451	1367.94504384536	990.690722630453
ENST00000361441.5	1129.5692495066498	1312.93075517629	1122.22169701904	369.98138517425497	424.566845122537	285.68185442189997
ENST00000361470.4	37.530258695115705	52.39573285550261	30.1202360238876	12.8790988510025	16.7960510158366	3.6783071384794104
ENST00000361479.10	938.256467377892	816.3103307197861	991.0529272375929	454.280941289908	451.627149536941	415.648706648173
ENST00000361624.2	79455.219146213	86943.5047684583	76829.920753319	31505.788271057	40187.351397225095	23862.4045096954
ENST00000361739.1	24243.6317448814	25291.9518002641	27965.181717404303	11197.7910373626	13329.532708957	9307.34316273239
ENST00000361875.7	456.770709484456	455.61506830871804	568.398002386267	195.528137101584	222.081118987173	226.82894020622996
ENST00000362079.2	129336.594440675	134511.23661678302	116132.942282425	40207.3757856617	50003.7101020363	30247.9457020956
ENST00000369448.4	2074.23332202761	1973.57260422393	4121.61423268811	576.046966790296	549.604113795988	1207.7108438007401
ENST00000369886.8	255.388833559446	281.72198390422403	393.506309344338	97.1786549666556	121.304812892154	104.218702256916
ENST00000370028.7	42.107119511593204	48.598940619596604	22.347271888690802	19.9040618606403	10.264253398566801	6.13051189746568
ENST00000370345.8	344.17993339910896	337.914508995632	167.118728906731	141.670087361028	154.896914923827	89.5054737029989
ENST00000370351.9	75.0605173902313	61.5080342216769	45.66616429428121	23.416543365459198	21.461620742457896	33.104764246314694
ENST00000370355.3	27537.140788418597	27847.1929750288	17404.6383192226	9524.67901390052	10307.1766400518	12079.560642766399
ENST00000371219.2	24.7150484089786	18.9839611795299	45.66616429428121	2.3416543365459197	11.197367343891099	11.034921415438198
ENST00000371316.3	78.7220060434133	73.65776937657608	36.921579642184795	18.7332346923673	28.926532305052	20.8437404513833
ENST00000371835.8	145.544173963985	139.72195428133998	280.798329383985	80.78707461083421	60.652406446076796	102.992599877423
ENST00000371941.4	4707.75903582878	5055.808541332411	3378.3245372599104	2105.14724855478	2127.4997953393104	1834.24915972173
ENST00000371975.9	108.013915268869	117.70055931308501	105.906636342057	37.4664693847347	38.2576717582946	13.4871261744245
ENST00000372271.4	668.221679205718	691.77554538207	599.489858927054	248.215359673867	271.536158089359	231.733349724203
ENST00000372397.6	183.07443265910098	180.727310429125	171.97683149122898	52.687222572283105	51.321266992834204	72.340040390095
ENST00000372409.8	946.494816847551	952.2354927652199	894.862496064532	392.22710137144094	410.570135942674	376.413430504392
ENST00000373016.4	398.186891033544	489.78619843187204	686.935705448018	162.744976389941	222.081118987173	196.176380718902
ENST00000373477.8	3768.58719628759	3776.28955783209	2169.6286142368103	1140.38566189786	1368.87815779069	731.983120557402
ENST00000373656.4	118.08300906512	124.534785337716	48.581025844980005	44.491432394372396	39.1907857036188	39.2352761437803
ENST00000373795.7	2769.9161661321996	2747.35886190157	2542.73089272626	947.1991791328239	1151.46260853013	1016.43887259981
ENST00000374466.4	2527.34254285889	2292.5031520400303	2022.9139161849698	924.953462935637	1003.09749122358	741.791939593347
ENST00000374695.8	361.572004501724	372.844997565968	154.487662187037	168.599112231306	135.301522072017	80.9227570465469
ENST00000375071.4	683.783005981741	684.181960910258	1257.2769488680801	168.599112231306	175.425421720961	186.367561682957
ENST00000375135.4	57.668446287616796	45.5615068308718	37.893200159084394	16.3915803558214	18.6622789064852	6.13051189746568
ENST00000376236.9	105.267798778983	78.97327850684441	105.906636342057	25.7581977020051	38.2576717582946	49.044095179725396
ENST00000376588.4	555.630903120371	557.369100230998	249.706472843197	179.13655674576302	172.62607988498797	72.340040390095
ENST00000376701.5	1138.72297113961	1180.0430269195801	2033.6017418708602	487.06410200155096	574.798190319743	624.086111162006
ENST00000376771.9	243.488995436604	293.871719059123	349.783386083856	86.6412104521989	116.639243165532	121.38413556982
ENST00000376957.7	1517.6870467439498	1643.25167970011	2654.4672521697103	633.417498035671	654.112875672305	705.008868208553
ENST00000378536.5	356.99514368524694	398.663184770128	946.358383460211	201.382272942949	235.144714221713	307.751697252777
ENST00000378555.8	594.991906142078	577.1124198577089	496.49808413569605	231.823779318046	276.20172781598	246.44657827812
ENST00000381348.4	21.053559755796602	25.058828756979498	6.80134361829721	4.68330867309183	3.73245578129703	2.4522047589862703
ENST00000382348.2	400.017635360135	443.46533315381896	328.407734712065	133.47429718311702	133.435294181369	131.192954605765
ENST00000382745.9	37.530258695115705	30.374337887247897	29.148615506988	7.024963009637751	14.9298231251881	9.808819035945081
ENST00000389680.2	2104.4406034163603	1681.21960205917	1554.5928270393601	636.9299795404901	458.158947154211	686.617332516156
ENST00000394660.6	217.85857486433	225.52945881281502	518.845356024387	71.4204572646505	77.4484574619134	223.15063306775102
ENST00000394818.8	228.843040823876	230.844967943084	240.961888191101	80.78707461083421	94.24450847775009	104.218702256916
ENST00000395323.9	75.9758895535268	109.347616394092	53.439128429478	25.7581977020051	40.1238996489431	18.391535692397
ENST00000395734.7	123.575242044893	135.925162045434	126.31066719694799	36.2956422164617	70.91665984464359	71.1139380106018
ENST00000395905.8	222.435435680807	258.941230488788	42.7513027435824	59.7121855819209	61.585520391401	18.391535692397
ENST00000396077.8	173.00533886285	157.18719856650802	96.19043117306049	37.4664693847347	51.321266992834204	57.626811836177396
ENST00000397224.8	140.96731314750798	160.98399080241398	245.819990775599	88.9828647887449	68.1173180086708	87.05326894401259
ENST00000397554.5	154.69789559694	151.871689436239	64.1269541153737	49.174741067464296	68.1173180086708	31.8786618668215
ENST00000398055.7	41.1917473482977	31.133696334429104	16.517548787293197	5.854135841364791	13.0635952345396	8.58271665645195
ENST00000398411.5	65.9067957572763	74.4171278237573	54.41074894637771	22.245716197186198	36.3914438676461	22.069842830876397
ENST00000398475.5	55.83770196102571	58.4706004329521	77.7296413519681	21.0748890289133	25.194076523755	26.974252348849
ENST00000398665.8	1104.85420109767	1242.31041958844	1409.8213700213198	537.409670237288	585.06244371831	560.3287874283631
ENST00000399151.3	2076.9794385175	2079.8827868293	1956.8437210358	802.016610266977	957.3749079026891	966.168675040591
ENST00000401878.8	162.020872903304	182.24602732348703	183.636277694025	46.833086730918296	63.4517482820496	66.2095284926293
ENST00000403638.7	43.022491674888705	22.7807534154359	22.347271888690802	10.5374445144566	8.398025507918321	12.2610237949314
ENST00000404767.8	2245.40791656387	2576.5032112858	3164.568023542	1236.39348969624	1414.6007411115802	1120.65757485673
ENST00000409415.7	133.644335841144	126.81286067926001	62.183713081574496	37.4664693847347	34.5252159769976	44.1396856617529
ENST00000409790.6	259.050322212628	283.24070079858603	344.925283499358	92.49534629356371	139.967091798639	166.749923611066
ENST00000414656.1	33.8687700419337	22.7807534154359	85.50260548716491	14.049926019275501	12.1304812892154	22.069842830876397
ENST00000417456.1	64.0760514306853	72.13905248221371	28.176994990088396	19.9040618606403	28.926532305052	17.1654333129039
ENST00000419735.7	32.9533978786381	28.8556209928855	42.7513027435824	10.5374445144566	12.1304812892154	20.8437404513833
ENST00000423345.5	313.057279847062	357.65782862234397	987.166445169995	132.303470014844	126.903496564099	212.115711652312
ENST00000426559.6	54.0069576344347	38.727280806241005	19.432410337992	8.195790177910709	16.7960510158366	1.2261023794931398
ENST00000430889.3	56.7530741243212	47.8395821724154	33.035097574586395	11.708271682729599	16.7960510158366	15.939330933410801
ENST00000432264.4	43.93786383818421	45.5615068308718	34.9783386083856	17.5624075240944	17.729164961160897	18.391535692397
ENST00000432825.7	1630.2778228292902	1651.6046226191	522.731838091985	525.7013985545581	552.403455631961	384.996147160844
ENST00000433197.4	570.276857733099	574.834344516166	418.768442783728	213.09054462567798	252.873879182874	242.768271139641
ENST00000437048.7	415.57896213615896	381.957298932142	473.17919173010597	115.911889659023	204.351954026013	203.53299499586004
ENST00000442218.3	466.83980328070703	522.438611660663	532.448043260981	234.16543365459202	260.338790745468	243.994373519134
ENST00000443940.6	82.3834946965954	90.3636552145624	36.921579642184795	14.049926019275501	31.7258741410248	14.713228553917599
ENST00000445551.1	64.0760514306853	58.4706004329521	32.063477057686804	12.8790988510025	26.1271904690792	15.939330933410801
ENST00000446489.1	317.63414066354	335.636433654089	116.594462027952	117.08271682729601	149.29823125188102	63.757323733643
ENST00000446840.6	157.444012086827	155.668481672145	19.432410337992	37.4664693847347	33.5921020316733	11.034921415438198
ENST00000450304.1	27.461164898865103	21.2620365210735	8.74458465209641	2.3416543365459197	7.46491156259406	3.6783071384794104
ENST00000450671.1	250.81197274296798	253.62572135852002	163.23224683913298	101.861963639747	134.368408126693	69.8878356311087
ENST00000450673.3	21.053559755796602	15.946527390805098	13.6026872365944	2.3416543365459197	6.53179761726981	4.904409517972541
ENST00000454608.3	162.9362450666	129.09093602080299	71.8999182505705	48.003913899191296	62.51863433672529	44.1396856617529
ENST00000456790.2	93.36796065614142	71.3796940350325	100.07691324065901	37.4664693847347	29.8596462503763	35.5569690053009
ENST00000458626.4	48.514724654661705	62.2673926688581	33.035097574586395	12.8790988510025	24.2609625784307	9.808819035945081
ENST00000464139.5	908.04918598914	943.123191399046	239.018647157302	228.31129781322701	279.001069651953	161.845514093094
ENST00000468472.1	40.2763751850022	42.524073042147	30.1202360238876	17.5624075240944	13.9967091798639	13.4871261744245
ENST00000480798.2	45382.321111864505	47383.2077456595	35017.2034290616	19990.7030710925	20497.714036938	16359.8840495769
ENST00000500893.4	1257.7213523680198	1291.66871865522	1611.91843753644	540.922151742107	594.393583171552	646.155953992882
ENST00000501726.1	5797.967282313721	5928.3113971436	2533.01468755726	2045.4350629728601	1856.8967511952699	1257.98104135996
ENST00000502027.1	464.093686790821	459.411860544624	180.721416143326	98.3494821349285	111.97367343891099	74.7922451490812
ENST00000502156.1	86.96035551307291	92.641730556106	58.297231013976095	26.929024870278	28.926532305052	22.069842830876397
ENST00000511216.6	73.2297730636403	59.229958880133296	39.8364411928836	18.7332346923673	29.8596462503763	25.748149969355804
ENST00000516183.1	161.105500740009	126.053502232079	121.45256461245	42.1497780578265	36.3914438676461	20.8437404513833
ENST00000516330.1	41.1917473482977	38.727280806241005	28.176994990088396	8.195790177910709	12.1304812892154	14.713228553917599
ENST00000520820.2	48.514724654661705	41.0053561477846	37.893200159084394	14.049926019275501	14.9298231251881	23.295945210369602
