Gene	L_la_1	L_la_2	L_la_3	L_la_4	E_la_1	E_la_2	E_la_3	E_la_4	BL_la_1	BL_la_2	BL_la_3	BL_la_4	L_bs_1	L_bs_2	L_bs_3	L_bs_4	E_bs_1	E_bs_2	E_bs_3	E_bs_4	BL_bs_1	BL_bs_2	BL_bs_3	BL_bs_4	L_ao_1	L_ao_2	L_ao_3	L_ao_4	E_ao_1	E_ao_2	E_ao_3	E_ao_4	BL_ao_1	BL_ao_2	BL_ao_3	BL_ao_4
Clec4b1	1.86693258756387	2.01044843858982	1.89073542311606	0	53.1904015805428	139.101899063408	2.72770817117669	0	1.10787797923486	0.711670549306737	0.932635122205934	1.23392633508184	13.32712237434	17.1339374552546	7.0767772196068	14.6031587955958	19.0233326586904	6.60978416201193	10.8810008865679	16.1565465750609	10.6635275509219	10.265776876772	13.3024371958812	6.7779767451968	221.289634555529	33.5308023366073	43.2451606283094	39.2585229774824	195.153332781719	52.7569486128174	98.8227681541232	10.1200358050016	111.392921082483	261.532303551783	27.9099550217069	0
Coro1a	14.9354607005109	48.2507625261556	26.4702959236248	27.0825295470187	491.229002832072	567.107742335433	76.3758287929472	69.7598815420607	42.0993632109248	40.565221310484	40.7250670029924	31.5885141780951	2787.27245086197	2764.27524278108	2843.09524797703	2897.68393815466	3225.18655228874	2813.12413935228	3247.97876464053	2809.99629278559	2789.98719773801	2817.22248289701	2459.12862956735	3185.36665454478	698.355599960954	479.6362595106	771.860594244674	625.603559705688	844.077829592476	1336.50936485804	592.936608924739	381.188015321726	705.307373488114	768.488036885855	514.966032851494	810.919652670482
Coro2a	1.86693258756387	4.02089687717963	0	1.69265809668867	40.6750129733563	141.479709303808	5.45541634235337	11.3124132230369	4.70848141174817	4.62585857049379	4.35229723696102	3.20820847121278	158.021593867175	137.071499642037	83.1521323303799	108.480608195855	152.186661269523	230.020488838015	148.707012116428	156.59422065059	205.556509811388	184.490675871131	227.234783332381	211.246941891967	11.495565431456	59.7722998174304	93.0426183215141	112.709953064385	107.88964739152	43.9641238440145	49.4113840770616	21.9267442441701	45.6439286386761	189.832022264036	33.3824952220416	186.537428090334
Cx3cr1	1.86693258756387	0	1.89073542311606	3.38531619337734	64.141366611831	57.0674457696033	0	3.77080440767896	1.6618169688523	3.20251747188032	1.24351349627458	0	704.433611215116	1048.02584101307	911.135067024375	1230.8376699145	1177.98329155737	950.486962497316	1291.21210520606	1138.41512790429	1700.49231902467	1702.0658061688	1462.72141604573	2289.82647708565	261.524113565625	354.260215991112	490.111820454173	386.253209939746	356.987803868998	558.344372818985	222.900243725411	347.454562638387	586.307130965852	356.290384548806	253.925865295529	445.293339625364
Cxcl1	22.4031910507664	26.1358297016676	52.9405918472496	22.0045552569527	12.5153886071865	468.428617358827	553.724758748868	665.546977955336	63.7029838060047	59.0686555924592	31.0878374068645	25.6656677697022	0	0	1.7691943049017	2.08616554222797	0	1.32195683240239	0	0	0.453767129826464	0	0	0	462.696508616105	1540.95904651278	1977.48325418542	1997.11905598354	947.207639599076	215.424206835671	572.074024536647	394.681396395061	107.589260362594	64.4354950779755	7.66155628046856	132.778377633745
Cxcl2	100.814359728449	82.4283859821825	103.990448271383	99.8668277046315	17.2086593348815	1157.99358707487	2405.83860697784	2171.98333882308	363.660946683844	280.754031701508	148.288984430743	101.675530010743	11.4232477494343	34.2678749105092	65.4601892813629	123.08376699145	67.3133309461353	52.8782732960955	65.2860053194076	41.0127720751546	7.71404120704989	75.9667488881129	17.3113908713522	0	6681.79740703382	10759.0139671375	10959.372070744	11886.4676344081	8213.89271391024	4095.25813606995	6542.06725180296	5149.41155211163	942.492788378378	904.623813251578	518.796810991728	1618.60080832551
E230016K23Rik	0	2.01044843858982	1.89073542311606	0	51.6259780046445	112.945986419007	0	3.77080440767896	6.09332888579175	7.11670549306737	4.97405398509831	2.71463793718004	11.4232477494343	42.8348436381366	28.3071088784272	20.8616554222797	43.8999984431317	21.1513093184382	21.7620017731359	64.6261863002437	47.6455486317787	61.3013533498672	44.0984904301814	74.5577441971648	103.460088883104	10.2050267980979	15.7255129557489	17.7296555382179	0	0	40.6271380189173	30.3601074150047	45.1005485358347	43.2728569886404	15.3231125609371	0
Ear2	0	0	0	0	14.0798121830849	70.145402091804	0	3.77080440767896	0.276969494808716	0	0	0	43.7891163728315	137.071499642037	86.6905209401832	118.911435906995	134.626661892271	75.351539446936	54.4050044328397	47.2268284501781	111.62671393731	68.6340511189901	128.833193116274	180.463630840865	166.685698756112	29.1572194231368	23.5882694336233	12.6640396701556	7.93306230819996	103.315691033434	23.0586459026287	10.1200358050016	146.440937715753	124.1330861061	1.09450804006694	64.1222409060525
Egr1	67.2095731522992	76.397040666413	34.0332376160891	8.46329048344334	162.700051893425	1297.09548613827	1511.15032683188	546.766639113449	68.4114652177529	82.1979484449282	34.8183778956882	86.8684139897614	17.1348716241515	71.3914060635609	67.2293835862646	106.394442653627	181.453326898278	196.971568027956	112.437009161202	124.281127500469	26.9991442246746	73.3269776912287	61.4098813015336	25.6998284922045	4101.04296767194	5832.90174559851	4616.74851192527	6886.70477263063	7958.4481075862	5583.44372818985	5808.58270594791	4402.21557517568	1438.32713222114	1549.61048457131	2882.93417753631	3116.08182827291
Egr2	5.6007977626916	2.01044843858982	1.89073542311606	0	14.0798121830849	206.869490914812	40.9156225676503	22.6248264460737	4.98545090655689	3.91418802118705	3.10878374068645	4.44213480629462	0	0	3.5383886098034	8.3446621689119	7.31666640718862	10.5756546592191	12.6945010343293	13.6709240250515	5.21832199300434	2.93307910764915	7.8356821838752	1.6944941862992	178.181264187569	339.681606279544	304.026583811145	441.974984488431	344.294904175878	68.1443919582225	338.193473238555	204.087388734198	165.459241315201	6.94892593978167	151.589363549271	43.3958600071264
Egr3	1.86693258756387	6.03134531576945	0	0	3.12884715179664	237.781024040014	43.643330738827	13.1978154268763	0.830908484426148	1.42334109861347	1.24351349627458	3.70177900524552	3.80774924981144	5.71131248508487	1.7691943049017	4.17233108445595	11.7066662515018	27.7610934804501	0	14.9137353000562	6.3527398175705	6.74608194759304	8.20013251800893	0.282415697716533	163.811807398248	237.631338298565	284.369692616459	255.813601337144	79.3306230819996	63.7479795738211	51.6074455915977	150.113864440857	18.474923496607	51.1693637383923	0	0.323849701545719
Fcrls	0	2.01044843858982	3.78147084623212	5.07797429006601	197.117370563188	1042.66979041546	60.0095797658871	20.7394242422343	6.09332888579175	5.6933643944539	2.48702699254916	4.19534953927825	0	0	0	0	0	0	0	0	0.453767129826464	0	1.09335100240119	0	2043.33675544131	1756.72247024399	2032.52254953054	2550.53758956934	1692.91549656987	1184.83313759619	1268.22552464458	1693.4193247036	2149.06830673767	2138.37402783281	1916.48357815721	446.588738431547
Fosb	11.2015955253832	0	3.78147084623212	0	53.1904015805428	146.235329784608	106.380618675891	71.6452837459002	25.2042240275932	20.9942812045487	5.5958107332356	3.70177900524552	26.6542447486801	139.927155884579	130.920378562726	102.222111569171	387.783319580997	301.406157787744	264.771021573153	130.495183875492	112.30736463205	215.288006501447	131.202120288143	31.9129738419683	3190.01940722905	3095.03884176597	5110.79171061838	4502.06610274032	4328.2787953539	1743.17751041518	2622.09744835607	2050.99392314698	566.20206716072	736.902009886847	912.819705415826	1945.36515718514
Gfra2	0	0	1.89073542311606	3.38531619337734	29.724047942068	155.746570746209	8.18312451353006	3.77080440767896	2.21575595846973	1.06750582396011	1.24351349627458	0.987141068065471	1.90387462490572	8.56696872762731	1.7691943049017	2.08616554222797	14.6333328143772	9.2536978268167	7.25400059104529	2.48562255000937	10.6635275509219	4.39961866147372	5.83120534613969	4.236235465748	181.055155545433	81.640214384783	125.804103645991	165.898919679039	230.058806937799	15.3874433454051	144.940059959381	322.154473125883	399.927755691257	367.345493998458	73.8792927045183	11.0108898525545
Gsn	3.73386517512773	4.02089687717963	3.78147084623212	3.38531619337734	109.509650312882	187.847008991611	8.18312451353006	9.42701101919739	6.37029838060047	3.55835274653369	4.97405398509831	1.48071160209821	359.832304107181	308.410874194583	355.608055285242	246.167533982901	377.539986610933	321.23551027378	281.092522903005	273.418480501031	301.301374204772	325.278473038291	278.44005527817	332.40327621236	321.875832080769	466.515510770189	496.664117519068	422.978924983198	959.900539292196	650.669032891415	401.879257160101	408.174777468397	406.991697028195	439.045775286206	414.271293165336	125.653684199739
H2-Aa	78.4111686776824	247.285157946547	181.510600619142	130.334673445028	4036.21282581766	10310.185202375	387.33456030709	262.070906333688	258.412538656532	188.592695566285	419.68580499267	52.3184766074699	772.973097711722	1053.73715349816	720.062082094992	1253.78549087901	1650.63994146175	1606.1775513689	1017.3735828941	1063.84645140401	956.994876804012	863.205181381144	1587.36343031946	342.852657027871	13642.3622757804	8505.160905729	9772.09584258494	9154.8342775555	8128.21564098168	5642.79529537927	5648.27021538677	4957.1308718166	8255.03052236628	8525.70040757213	13035.5907571972	5655.71118779445
H2-Ab1	39.2055843388412	94.4910766137214	62.3942689628299	66.0136657708581	2054.08815515449	5307.27245657311	141.840824901188	126.321947657245	119.373852262557	93.5846772338359	165.387295004519	24.9253119686531	291.292817610575	442.626717594078	288.378671698977	504.85206121917	834.099970419503	754.837351301763	398.970032507491	489.667642351846	392.281683734978	454.627261685618	743.114231298676	153.916555255511	5408.66353550006	2730.57359897676	3563.1391438901	3618.11613376346	3949.07841702194	2923.61423562697	2844.99769208148	2460.85537324955	4320.41519769183	4365.18893126285	6979.13051748683	5458.4867195531
H2-Eb1	13.0685281129471	100.522421929491	47.2683855779015	25.38987145033	2133.87375752531	5728.14486912393	234.582902721195	105.582523415011	114.665370850808	83.6212895435416	150.465133049224	17.0281834241294	218.945581864158	305.555217952041	185.765402014678	289.977010369688	608.746645078093	594.880574581074	340.938027779129	398.942419276504	334.426374682104	288.028368371146	579.293806105564	83.8774622218104	6690.41908110741	3586.33798904582	4513.22221829993	4490.66846703718	3792.00378331958	2391.64833711439	2474.96132688215	2685.18283359375	4495.9269709096	4700.63253799231	5908.70165430136	2540.27705892462
Hr	3.73386517512773	0	1.89073542311606	0	18.7730829107798	249.670075242014	5.45541634235337	1.88540220383948	2.21575595846973	0.355835274653369	0.621756748137289	0.246785267016368	5.71162387471716	2.85565624254244	0	0	0	1.32195683240239	0	0	0	0.293307910764915	0	0	68.9733925887362	8.74716582694104	19.6568911946861	15.1968476041867	0	0	53.8035071061337	42.1668158541732	451.005485358347	216.364284943202	319.596347699546	5.50544492627723
Id3	0	0	7.56294169246424	13.5412647735094	109.509650312882	222.325257477413	27.2770817117669	16.9686198345553	7.47817635983533	13.1659051621746	7.15020260357883	4.44213480629462	13.32712237434	17.1339374552546	22.9995259637221	29.2063175911916	32.1933321916299	37.0147913072668	23.5755019208972	34.7987157001312	13.3861303298807	18.4783983781896	14.7602385324161	9.88454942007867	158.06402468252	72.893048557842	182.153858404091	168.43172761307	72.9841732354397	74.7390105348247	96.6267066395871	16.8667263416693	57.8699809526072	116.236579356348	160.345427869806	33.6803689607548
Il1b	0	0	1.89073542311606	1.69265809668867	0	142.668614424008	2.72770817117669	3.77080440767896	1.38484747404358	1.06750582396011	1.24351349627458	0	137.078972993212	105.65928097407	159.227487441153	177.324071089378	201.939992838406	113.688287586605	85.2345069447821	99.4249020003749	86.8964053617678	132.868483576506	130.108769285742	143.749590137715	2339.3475653013	2307.79391734128	2157.01619376355	1946.46289730292	1592.95891148655	1017.76946698894	735.680607369584	1033.93032474433	57.8699809526072	224.260791692954	147.758585409037	889.615130146091
Itgax	0	4.02089687717963	7.56294169246424	0	53.1904015805428	304.359710771218	0	3.77080440767896	6.09332888579175	2.84668219722695	1.55439187034322	0	110.424728244532	222.74118691831	109.690046903905	244.081368440673	364.369987077993	379.401610899485	148.707012116428	211.277916750797	253.655825572993	140.787797167159	371.010440148137	70.0390930337003	344.866962943681	747.882678203459	855.729996675334	686.390950122435	250.684768939119	683.642125774426	218.508120696339	190.594007660863	588.752341428638	312.069946750195	280.194058257136	449.503385745459
Klri1	0	0	0	0	42.2394365492546	110.568176178606	0	3.77080440767896	1.6618169688523	1.42334109861347	0.310878374068645	0.246785267016368	3.80774924981144	2.85565624254244	1.7691943049017	0	2.92666656287545	2.64391366480477	5.44050044328397	9.94249020003749	4.76455486317787	0.293307910764915	8.01790735094207	2.25932558173227	37.3605876522321	2.91572194231368	1.31045941297907	24.0616753732957	4.75983738491998	0	1.09803075726804	48.9135063908409	1.35845025710346	156.666693915078	73.3320386844848	34.9757677669377
Ltb4r1	1.86693258756387	0	0	0	32.8528950938647	150.990950265409	2.72770817117669	1.88540220383948	2.21575595846973	2.49084692257358	0.310878374068645	0	156.117719242269	177.050687037631	159.227487441153	77.188125062435	130.236662047957	115.010244419008	139.639511377622	110.610203475417	135.903255383026	141.081105077924	104.597245896381	227.627052359526	97.7123061673763	1.45786097115684	9.17321589085351	11.3976357031401	17.4527370780399	26.3784743064087	24.1566766598968	0	9.2374617483035	134.872335285762	90.8441673255558	194.633670628977
Map4k1	5.6007977626916	6.03134531576945	1.89073542311606	5.07797429006601	104.816379585187	148.613140025009	10.9108326847067	15.0832176307158	13.5715052456271	13.1659051621746	12.4351349627458	10.8585517487202	112.328602869437	99.9479684889853	102.613269684299	104.308277111399	149.259994706648	136.161553737446	170.469013889564	145.408919175548	151.785104926952	139.02794970257	131.566570622277	183.28778781803	28.7389135786401	8.74716582694104	13.1045941297907	11.3976357031401	12.6928996931199	101.117484841233	47.2153225625255	94.453667513348	202.952468411256	180.356214164333	33.9297492420751	957.623567470692
Ndnf	0	2.01044843858982	1.89073542311606	1.69265809668867	17.2086593348815	139.101899063408	5.45541634235337	3.77080440767896	0.830908484426148	1.42334109861347	0.310878374068645	1.23392633508184	0	0	1.7691943049017	2.08616554222797	4.38999984431317	21.1513093184382	1.81350014776132	2.48562255000937	4.53767129826464	10.5590847875369	2.91560267306984	5.0834825588976	94.8384148095123	5.83144388462736	14.4150535427698	12.6640396701556	17.4527370780399	21.9820619220073	0	25.3000895125039	47.2740689472003	3.79032323988091	130.793710787999	0.647699403091439
Nfatc2	1.86693258756387	0	1.89073542311606	5.07797429006601	37.5461658215596	146.235329784608	10.9108326847067	5.65620661151844	13.5715052456271	8.18421131702748	9.63722959612798	5.42927587436009	55.2123641222658	59.9687810933912	65.4601892813629	68.8434628935232	112.676662670705	169.210474547505	88.8615072403048	108.124580925408	159.952913263829	222.62070427057	192.794226756743	152.786892464645	405.218681458825	430.068986491268	356.444960330308	548.352917717738	563.247423882197	441.839444632346	321.723011879534	161.920572880025	783.554108297273	261.848163821773	852.074509192111	367.893260955937
Olfm1	7.46773035025546	12.0626906315389	20.7980896542766	27.0825295470187	126.718309647764	664.597962191838	27.2770817117669	24.5102286499132	34.0672478614721	27.043480873656	26.1137834217661	19.496036094293	205.618459489818	182.761999522716	233.533648247024	223.219713018393	155.113327832399	118.976114916215	163.215013298519	160.322654475604	193.304797306074	280.695670602023	140.131153474419	227.627052359526	166.685698756112	188.064065279232	230.640856684317	281.141680677455	92.0235227751196	103.315691033434	197.645536308246	123.127102294186	819.688885136225	367.029633728468	1616.58837517887	225.723241977366
Plbd1	20.5362584632025	10.0522421929491	17.0166188080445	13.5412647735094	566.321334475191	1741.7460010931	54.5541634235337	39.593446280629	29.0817969549152	22.7734575778156	23.3158780551483	10.8585517487202	2318.91929313516	2390.18427500802	2453.87250089866	2678.63655622072	2647.16990612084	1635.26060168175	2528.01920597928	2288.01555728363	2471.21578903492	2559.11152142388	2167.56836226036	2699.89407017006	695.48170860309	387.791018327719	348.582203852433	416.64690514812	704.455932968157	597.912084278598	255.841166443452	286.734347808378	903.641111025219	1137.41283223426	1279.47989883825	757.160602213892
Plekho1	5.6007977626916	14.0731390701287	11.3444125386964	25.38987145033	316.01356233146	304.359710771218	24.5493735405902	37.7080440767896	23.8193765535496	24.5526339510824	13.989526833089	14.066760219933	245.599826612838	239.875124373565	242.379619771533	315.010996876424	387.783319580997	256.459625486063	310.108525267186	395.21398545149	396.59247146833	418.843696572298	338.938810744369	295.68923550921	813.311254275514	345.513050164171	407.552877436492	382.4539980387	625.125309886157	417.659176518138	346.977719296699	445.281575420069	569.190657726348	423.252761786702	645.759743639493	1176.5459657156
Plxnd1	46.6733146890966	60.3134531576945	49.1591210010175	25.38987145033	571.014605202886	1473.05344392788	111.836035018244	88.6139035804555	96.6623536882419	77.216254599781	70.880269287651	56.0202556127155	279.869569861141	391.224905228314	376.838386944062	385.940625312175	551.676647102022	374.113783569875	703.638057331393	449.897681551696	812.696929519197	1025.69776394491	617.196640855472	910.79062513582	942.636365379395	465.057649799032	708.958542421678	593.943460530299	337.948454329319	855.102208766083	599.524793468347	586.962076690091	1929.81443524117	1566.66693915078	1395.49775108535	1283.09251752414
Pparg	0	0	0	0	25.0307772143731	24.9670075242014	2.72770817117669	0	1.93878646366101	0.355835274653369	1.86527024441187	2.71463793718004	30.4619939984915	71.3914060635609	44.2298576225425	43.8094763867875	73.1666640718862	33.0489208100597	38.0835031029878	33.5559044251265	32.6712333475054	23.4646328611932	88.5614311944965	32.1953895396848	89.0906320937843	100.592407009822	74.6961865398071	37.9921190104669	22.2125744629599	153.874433454051	17.5684921162886	57.3468695616755	39.1233674045795	85.5981331673106	218.354353993354	5.82929462782295
Ptgs2	0	0	1.89073542311606	0	0	55.8785406494032	73.6481206217706	35.8226418729501	1.10787797923486	0.355835274653369	0.621756748137289	0.246785267016368	24.7503701237743	57.1131248508487	104.3824639892	143.94542241373	39.5099985988185	40.980661804474	59.8455048761236	32.3130931501218	9.30222616144251	119.37631968132	52.1163977811234	7.06039244291333	879.410755506386	2116.81413011973	1683.94034567811	1779.29757365686	1680.22259687675	239.604474949879	339.291503995823	1391.50492318772	0.271690051420691	224.892512232934	150.494855509204	341.013735727643
Retnla	196.027921694206	233.212018876419	474.574591202131	756.618169219835	5530.23734080056	11432.5116358439	717.387249019469	756.046283739631	723.721289935175	654.025234812892	430.566548085073	66.1384515603865	0	0	0	0	0	0	0	0	0	0	0	0	3621.10311090865	3052.76087360242	2609.12469124133	2654.38271486462	3265.24844605511	2396.04474949879	2859.27209192596	2268.57469295452	7102.79301429113	4585.34353944593	6593.86368738326	871.155697157985
Rtn1	0	0	0	0	25.0307772143731	71.3343072120041	0	0	1.93878646366101	0.355835274653369	0.932635122205934	0.493570534032735	22.8464954988686	31.4122186679668	31.8454974882306	25.0339865067357	62.9233311018221	31.7269639776573	29.0160023641812	44.7412059001687	44.6960622879067	38.7166442209688	42.8229142607133	22.0284244218896	0	29.1572194231368	44.5556200412885	64.5866023177937	44.4251489259198	26.3784743064087	57.0975993779379	0	20.6484439079725	38.5349529387893	0.547254020033469	0.323849701545719
Sdc1	0	0	0	0	25.0307772143731	148.613140025009	8.18312451353006	3.77080440767896	2.49272545327844	1.42334109861347	0.621756748137289	0	9.51937312452859	17.1339374552546	17.691943049017	6.25849662668392	10.2433329700641	27.7610934804501	7.25400059104529	9.94249020003749	8.39469190178958	4.69292657223864	6.92455634854088	8.472470931496	40.2344790100961	13.1207487404116	28.8301070855396	10.1312317361245	9.51967476983996	0	10.9803075726804	0	14.3995727252966	2.84274242991068	207.956527612718	0
Slamf7	1.86693258756387	14.0731390701287	0	1.69265809668867	123.589462495967	364.993871901421	5.45541634235337	7.54160881535791	4.15454242213074	5.6933643944539	3.73054048882374	2.46785267016368	100.905355120003	202.751593220513	137.997155782333	198.185726511658	269.253323784541	297.440287290537	183.163514923894	247.319443725932	221.211475790401	219.980933073686	253.475207390009	62.1314534976373	390.849224669505	848.475085213281	840.004483719585	744.645532605151	258.617831247319	59.3515671894196	290.978150676029	502.628444981745	132.584745093297	441.888517716116	279.646804237103	479.621407989211
Slamf9	0	6.03134531576945	0	3.38531619337734	143.926968982645	325.760002934819	0	9.42701101919739	4.43151191693946	3.20251747188032	4.04141886289238	3.45499373822915	20.9426208739629	5.71131248508487	1.7691943049017	12.5169932533678	5.8533331257509	23.795222983243	1.81350014776132	3.72843382501406	9.30222616144251	3.81300283994389	17.8580663725528	1.41207848858267	94.8384148095123	281.36716743327	245.055910227087	259.61281323819	383.960215716878	316.541691676905	164.704613590205	237.820841417537	220.612321753601	160.772877424949	152.136617569304	387.324243048681
Tnip3	5.6007977626916	2.01044843858982	0	1.69265809668867	51.6259780046445	166.44671682801	5.45541634235337	5.65620661151844	2.76969494808716	1.06750582396011	3.41966211475509	1.48071160209821	34.2697432483029	62.8244373359336	37.1530804029357	54.2403040979273	33.6566654730677	23.795222983243	12.6945010343293	27.3418480501031	28.8142127439805	29.0374831657266	30.4316029001665	44.9040959369288	54.6039357994162	230.342033442781	250.297747879003	169.698131580085	149.141571394159	79.1354229192262	51.6074455915977	11.8067084391685	110.577850928221	75.8064647976182	3.83077814023428	586.491809499298
Trerf1	0	0	3.78147084623212	6.77063238675468	62.5769430359327	243.725549641014	10.9108326847067	5.65620661151844	4.70848141174817	3.20251747188032	3.41966211475509	3.94856427226188	43.7891163728315	57.1131248508487	40.6914690127391	39.6371453023315	39.5099985988185	46.2684891340835	52.5915042850783	64.6261863002437	74.1909257266269	95.3250709985973	72.1611661584786	65.2380261725192	160.937916040384	147.243958086841	213.604884315589	181.095767283225	255.444606324039	87.9282476880291	200.939628580051	317.094455223382	388.245083480168	203.414013873609	77.7100708447526	353.643874087926
